ticket_id;fecha_creacion;fecha_cierre;canal;prioridad;categoria;subcategoria;estado;equipo_asignado;agente;cliente_empresa;ciudad;tipo_cliente;sla_horas;tiempo_resolucion_horas;cumple_sla;dias_abierto;satisfaccion_cliente
TCK-00333;2025-08-10;2025-08-10;Teléfono;Alta;ERP;Problema de permisos;Resuelto;Seguridad;Ricardo Flores;Comercial Andina;Lima;Interno;8;18.0;No;0;2.0
TCK-00334;2025-09-11;2025-09-11;Chat;Crítica;Software;Instalación de programa;Resuelto;Aplicaciones;Patricia León;Servicios Lima;Cusco;Externo;4;7.0;No;0;1.0
TCK-00335;2025-02-10;2025-02-10;Web;Baja;CRM;Problema de sincronización;Resuelto;Seguridad;Valeria Rojas;Retail Norte;Trujillo;Interno;48;21.0;Sí;0;5.0
TCK-00336;2025-07-31;2025-08-02;Correo;Media;CRM;Consulta de cliente;Cerrado;Soporte ERP;Camila Núñez;Servicios Lima;Trujillo;Externo;24;50.0;No;2;1.0
TCK-00337;2025-04-25;2025-04-26;Teléfono;Media;Correo;Error de envío;Cerrado;Aplicaciones;Lucía Herrera;Distribuidora Horizonte;Lima;Interno;24;32.0;No;1;1.0
TCK-00338;2025-06-24;2025-06-26;Web;Media;Correo;Configuración de Outlook;Cerrado;Aplicaciones;Lucía Herrera;Retail Norte;Lima;Interno;24;67.0;No;2;1.0
TCK-00339;2025-07-29;;Correo;Media;CRM;Problema de sincronización;En progreso;Infraestructura;Jorge Salazar;Servicios Lima;Arequipa;Interno;24;;No aplica;155;
TCK-00340;2025-08-01;2025-08-03;Correo;Media;Hardware;Falla de impresora;Resuelto;Seguridad;Ricardo Flores;Distribuidora Horizonte;Lima;Interno;24;59.0;No;2;3.0
TCK-00341;2025-09-05;2025-09-08;Chat;Baja;ERP;Problema de permisos;Cerrado;Infraestructura;Elena Chávez;Grupo Pacífico;Lima;Externo;48;92.0;No;3;3.0
TCK-00342;2025-11-07;2025-11-09;Chat;Media;Correo;Configuración de Outlook;Resuelto;Infraestructura;Jorge Salazar;Corporación Sierra;Arequipa;Externo;24;61.0;No;2;1.0
TCK-00343;2025-03-12;2025-03-13;Web;Media;Redes;Lentitud de red;Cerrado;Soporte ERP;Camila Núñez;Servicios Lima;Huancayo;Interno;24;41.0;No;1;3.0
TCK-00344;2025-06-26;2025-06-26;Chat;Alta;Software;Actualización fallida;Resuelto;Soporte ERP;Camila Núñez;Retail Norte;Arequipa;Externo;8;20.0;No;0;3.0
TCK-00345;2025-12-08;2025-12-08;Teléfono;Media;Correo;Error de envío;Cerrado;Seguridad;Ricardo Flores;Retail Norte;Lima;Externo;24;22.0;Sí;0;4.0
TCK-00346;2025-12-10;2025-12-10;Correo;Alta;Redes;Lentitud de red;Cerrado;Aplicaciones;Patricia León;Comercial Andina;Arequipa;Interno;8;19.0;No;0;1.0
TCK-00347;2025-07-03;2025-07-04;Teléfono;Alta;ERP;Problema de permisos;Cerrado;Infraestructura;Elena Chávez;Corporación Sierra;Huancayo;Externo;8;24.0;No;1;3.0
TCK-00348;2025-01-25;2025-01-25;Chat;Media;ERP;Consulta de proceso;Cancelado;Soporte ERP;Fernando Díaz;Comercial Andina;Arequipa;Interno;24;;No aplica;0;
TCK-00349;2025-08-15;2025-08-16;Teléfono;Baja;ERP;Consulta de proceso;Resuelto;Soporte ERP;Fernando Díaz;Servicios Lima;Arequipa;Externo;48;30.0;Sí;1;4.0
TCK-00350;2025-04-06;;Chat;Media;Hardware;Falla de impresora;Abierto;Aplicaciones;Lucía Herrera;Logística Central;Huancayo;Interno;24;;No aplica;269;
TCK-00351;2025-10-27;2025-10-27;Teléfono;Crítica;Software;Error de aplicación;Resuelto;Infraestructura;Jorge Salazar;Comercial Andina;Cusco;Externo;4;8.0;No;0;3.0
TCK-00352;2025-10-09;2025-10-09;Web;Baja;Software;Error de aplicación;Resuelto;Soporte ERP;Fernando Díaz;Grupo Pacífico;Trujillo;Externo;48;19.0;Sí;0;5.0
TCK-00353;2025-04-24;2025-04-26;Chat;Media;Redes;Sin conexión;Resuelto;Soporte ERP;Camila Núñez;Comercial Andina;Lima;Externo;24;61.0;No;2;1.0
TCK-00354;2025-11-25;2025-11-25;Web;Media;ERP;Consulta de proceso;Cancelado;Seguridad;Ricardo Flores;Corporación Sierra;Arequipa;Externo;24;;No aplica;0;
TCK-00355;2025-09-22;2025-09-22;Teléfono;Media;Accesos;Permisos de usuario;Cerrado;Mesa de ayuda;Luis Ramos;Servicios Lima;Arequipa;Interno;24;16.0;Sí;0;4.0
TCK-00356;2025-10-03;;Web;Media;ERP;Error en módulo;En progreso;Seguridad;Ricardo Flores;Servicios Lima;Cusco;Externo;24;;No aplica;89;
TCK-00357;2025-11-28;2025-11-28;Teléfono;Crítica;Hardware;Falla de impresora;Resuelto;Aplicaciones;Patricia León;Retail Norte;Lima;Interno;4;3.0;Sí;0;5.0
TCK-00358;2025-10-13;2025-10-15;Correo;Baja;Accesos;Permisos de usuario;Cerrado;Seguridad;Valeria Rojas;Corporación Sierra;Arequipa;Interno;48;57.0;No;2;3.0
TCK-00359;2025-03-02;2025-03-03;Web;Media;CRM;Consulta de cliente;Resuelto;Soporte ERP;Fernando Díaz;Retail Norte;Arequipa;Interno;24;41.0;No;1;3.0
TCK-00360;2025-06-04;2025-06-04;Web;Alta;Accesos;Permisos de usuario;Cerrado;Mesa de ayuda;Luis Ramos;Grupo Pacífico;Cusco;Interno;8;6.0;Sí;0;5.0
TCK-00361;2025-10-07;2025-10-07;Correo;Media;CRM;Consulta de cliente;Resuelto;Aplicaciones;Patricia León;Grupo Pacífico;Lima;Interno;24;4.0;Sí;0;5.0
TCK-00362;2025-10-03;;Web;Alta;ERP;Problema de permisos;En progreso;Aplicaciones;Patricia León;Corporación Sierra;Cusco;Interno;8;;No aplica;89;
TCK-00363;2025-03-24;;Correo;Media;Hardware;Equipo lento;En progreso;Soporte ERP;Fernando Díaz;Distribuidora Horizonte;Cusco;Interno;24;;No aplica;282;
TCK-00364;2025-05-29;;Teléfono;Alta;Correo;Error de envío;En progreso;Aplicaciones;Diego Vargas;Grupo Pacífico;Huancayo;Interno;8;;No aplica;216;
TCK-00365;2025-05-26;2025-05-30;Web;Baja;Accesos;Permisos de usuario;Resuelto;Soporte ERP;Camila Núñez;Grupo Pacífico;Cusco;Externo;48;111.0;No;4;2.0
TCK-00366;2025-08-08;2025-08-10;Correo;Media;ERP;Problema de permisos;Cerrado;Seguridad;Valeria Rojas;Inversiones Sur;Huancayo;Externo;24;65.0;No;2;2.0
TCK-00367;2025-08-17;2025-08-18;Web;Media;Software;Actualización fallida;Resuelto;Soporte ERP;Fernando Díaz;Logística Central;Huancayo;Interno;24;37.0;No;1;3.0
TCK-00368;2025-11-17;;Correo;Crítica;Correo;Configuración de Outlook;Abierto;Mesa de ayuda;María Paredes;Corporación Sierra;Cusco;Interno;4;;No aplica;44;
TCK-00369;2025-01-19;2025-01-19;Web;Media;Accesos;Cuenta bloqueada;Cancelado;Infraestructura;Jorge Salazar;Corporación Sierra;Huancayo;Externo;24;;No aplica;0;
TCK-00370;2025-08-26;2025-08-26;Web;Alta;Hardware;Cambio de periférico;Resuelto;Infraestructura;Elena Chávez;Grupo Pacífico;Cusco;Interno;8;16.0;No;0;1.0
TCK-00371;2025-04-02;2025-04-03;Web;Media;Software;Actualización fallida;Cerrado;Seguridad;Valeria Rojas;Comercial Andina;Huancayo;Externo;24;33.0;No;1;1.0
TCK-00372;2025-05-16;;Web;Crítica;CRM;Problema de sincronización;En progreso;Seguridad;Valeria Rojas;Distribuidora Horizonte;Lima;Interno;4;;No aplica;229;
TCK-00373;2025-11-29;2025-12-01;Correo;Media;CRM;Problema de sincronización;Resuelto;Aplicaciones;Lucía Herrera;Grupo Pacífico;Trujillo;Externo;24;50.0;No;2;3.0
TCK-00374;2025-12-01;;Chat;Crítica;Software;Actualización fallida;En progreso;Seguridad;Valeria Rojas;Inversiones Sur;Trujillo;Externo;4;;No aplica;30;
TCK-00375;2025-11-06;2025-11-07;Correo;Baja;Software;Error de aplicación;Resuelto;Soporte ERP;Camila Núñez;Servicios Lima;Huancayo;Interno;48;28.0;Sí;1;5.0
TCK-00376;2025-11-05;;Teléfono;Alta;CRM;Problema de sincronización;En progreso;Mesa de ayuda;Luis Ramos;Distribuidora Horizonte;Trujillo;Interno;8;;No aplica;56;
TCK-00377;2025-10-30;;Correo;Baja;Hardware;Equipo lento;Abierto;Soporte ERP;Fernando Díaz;Grupo Pacífico;Cusco;Interno;48;;No aplica;62;
TCK-00378;2025-10-21;2025-10-21;Correo;Alta;Correo;Error de envío;Cerrado;Soporte ERP;Fernando Díaz;Logística Central;Lima;Interno;8;16.0;No;0;3.0
TCK-00379;2025-08-30;2025-08-30;Chat;Alta;Correo;No recibe correos;Cerrado;Soporte ERP;Fernando Díaz;Logística Central;Huancayo;Externo;8;16.0;No;0;3.0
TCK-00380;2025-10-30;;Correo;Media;Hardware;Equipo lento;En progreso;Soporte ERP;Camila Núñez;Grupo Pacífico;Cusco;Interno;24;;No aplica;62;
TCK-00381;2025-04-01;;Web;Media;CRM;Consulta de cliente;Abierto;Soporte ERP;Fernando Díaz;Retail Norte;Trujillo;Interno;24;;No aplica;274;
TCK-00382;2025-11-05;2025-11-05;Web;Crítica;ERP;Problema de permisos;Cerrado;Seguridad;Valeria Rojas;Inversiones Sur;Lima;Externo;4;4.0;Sí;0;5.0
TCK-00383;2025-07-15;2025-07-17;Web;Baja;CRM;Consulta de cliente;Cerrado;Soporte ERP;Fernando Díaz;Corporación Sierra;Huancayo;Externo;48;69.0;No;2;1.0
TCK-00384;2025-02-12;2025-02-14;Correo;Baja;Software;Error de aplicación;Resuelto;Mesa de ayuda;María Paredes;Retail Norte;Cusco;Interno;48;56.0;No;2;3.0
TCK-00385;2025-04-16;2025-04-18;Teléfono;Media;Software;Instalación de programa;Resuelto;Soporte ERP;Camila Núñez;Logística Central;Cusco;Externo;24;50.0;No;2;3.0
TCK-00386;2025-05-22;;Chat;Media;Correo;Configuración de Outlook;En progreso;Seguridad;Ricardo Flores;Inversiones Sur;Cusco;Externo;24;;No aplica;223;
TCK-00387;2025-05-10;2025-05-11;Chat;Media;Accesos;Cuenta bloqueada;Cerrado;Infraestructura;Elena Chávez;Retail Norte;Huancayo;Externo;24;24.0;Sí;1;4.0
TCK-00388;2025-04-20;2025-04-24;Web;Baja;Correo;Configuración de Outlook;Cerrado;Mesa de ayuda;Ana Torres;Corporación Sierra;Lima;Interno;48;113.0;No;4;1.0
TCK-00389;2025-08-30;;Chat;Media;Software;Instalación de programa;Abierto;Mesa de ayuda;María Paredes;Comercial Andina;Trujillo;Externo;24;;No aplica;123;
TCK-00390;2025-11-11;2025-11-11;Teléfono;Alta;Hardware;Equipo lento;Cancelado;Seguridad;Valeria Rojas;Comercial Andina;Huancayo;Externo;8;;No aplica;0;
TCK-00391;2025-01-18;2025-01-18;Teléfono;Media;Correo;No recibe correos;Resuelto;Mesa de ayuda;Luis Ramos;Servicios Lima;Lima;Interno;24;15.0;Sí;0;5.0
TCK-00392;2025-07-24;2025-07-26;Web;Media;Correo;No recibe correos;Resuelto;Mesa de ayuda;Ana Torres;Logística Central;Cusco;Externo;24;48.0;No;2;2.0
TCK-00393;2025-04-26;2025-04-26;Web;Alta;Correo;No recibe correos;Cerrado;Aplicaciones;Patricia León;Corporación Sierra;Cusco;Interno;8;19.0;No;0;1.0
TCK-00394;2025-09-15;2025-09-19;Correo;Baja;Redes;Lentitud de red;Cerrado;Soporte ERP;Camila Núñez;Distribuidora Horizonte;Trujillo;Externo;48;106.0;No;4;1.0
TCK-00395;2025-06-23;2025-06-24;Chat;Media;Correo;No recibe correos;Resuelto;Seguridad;Ricardo Flores;Logística Central;Lima;Externo;24;32.0;No;1;3.0
TCK-00396;2025-12-26;2025-12-26;Correo;Media;Correo;Configuración de Outlook;Cancelado;Mesa de ayuda;María Paredes;Logística Central;Huancayo;Externo;24;;No aplica;0;
TCK-00397;2025-07-24;;Teléfono;Baja;Software;Instalación de programa;Abierto;Aplicaciones;Diego Vargas;Servicios Lima;Cusco;Externo;48;;No aplica;160;
TCK-00398;2025-04-04;2025-04-05;Chat;Media;Accesos;Cuenta bloqueada;Cerrado;Infraestructura;Carlos Medina;Servicios Lima;Arequipa;Interno;24;33.0;No;1;1.0
TCK-00399;2025-05-08;2025-05-09;Teléfono;Media;Hardware;Equipo lento;Cerrado;Seguridad;Ricardo Flores;Comercial Andina;Trujillo;Externo;24;44.0;No;1;2.0
TCK-00400;2025-10-22;2025-10-22;Chat;Media;Correo;Error de envío;Cancelado;Seguridad;Ricardo Flores;Grupo Pacífico;Lima;Externo;24;;No aplica;0;
TCK-00401;2025-10-04;2025-10-04;Correo;Media;CRM;Error de registro;Cerrado;Seguridad;Ricardo Flores;Distribuidora Horizonte;Arequipa;Interno;24;5.0;Sí;0;4.0
TCK-00402;2025-07-14;2025-07-15;Web;Media;Redes;Sin conexión;Resuelto;Soporte ERP;Camila Núñez;Servicios Lima;Arequipa;Externo;24;47.0;No;1;2.0
TCK-00403;2025-04-05;2025-04-05;Web;Alta;Redes;VPN;Resuelto;Seguridad;Valeria Rojas;Distribuidora Horizonte;Huancayo;Interno;8;20.0;No;0;3.0
TCK-00404;2025-04-28;2025-04-28;Teléfono;Media;Correo;Error de envío;Cerrado;Seguridad;Ricardo Flores;Grupo Pacífico;Huancayo;Externo;24;5.0;Sí;0;4.0
TCK-00405;2025-08-04;2025-08-06;Web;Baja;Correo;Configuración de Outlook;Cerrado;Aplicaciones;Diego Vargas;Logística Central;Arequipa;Interno;48;58.0;No;2;1.0
TCK-00406;2025-12-20;;Correo;Alta;CRM;Consulta de cliente;En progreso;Mesa de ayuda;Luis Ramos;Inversiones Sur;Arequipa;Externo;8;;No aplica;11;
TCK-00407;2025-07-04;;Web;Baja;Hardware;Falla de impresora;En progreso;Mesa de ayuda;Luis Ramos;Servicios Lima;Cusco;Interno;48;;No aplica;180;
TCK-00408;2025-05-26;2025-05-27;Web;Media;ERP;Consulta de proceso;Resuelto;Mesa de ayuda;Luis Ramos;Logística Central;Trujillo;Interno;24;25.0;No;1;3.0
TCK-00409;2025-06-22;2025-06-23;Web;Media;Hardware;Equipo lento;Resuelto;Infraestructura;Jorge Salazar;Servicios Lima;Arequipa;Externo;24;41.0;No;1;3.0
TCK-00410;2025-05-17;2025-05-17;Web;Media;CRM;Problema de sincronización;Cerrado;Soporte ERP;Camila Núñez;Corporación Sierra;Huancayo;Interno;24;6.0;Sí;0;4.0
TCK-00411;2025-05-01;2025-05-06;Teléfono;Baja;Hardware;Equipo lento;Resuelto;Infraestructura;Jorge Salazar;Retail Norte;Lima;Interno;48;120.0;No;5;2.0
TCK-00412;2025-10-08;2025-10-09;Correo;Baja;Hardware;Equipo lento;Resuelto;Aplicaciones;Lucía Herrera;Grupo Pacífico;Lima;Externo;48;47.0;Sí;1;4.0
TCK-00413;2025-05-07;;Teléfono;Media;Correo;No recibe correos;En progreso;Mesa de ayuda;Ana Torres;Inversiones Sur;Arequipa;Externo;24;;No aplica;238;
TCK-00414;2025-08-28;2025-08-30;Chat;Media;Accesos;Restablecimiento de contraseña;Resuelto;Soporte ERP;Fernando Díaz;Distribuidora Horizonte;Cusco;Externo;24;71.0;No;2;3.0
TCK-00415;2025-11-24;2025-11-25;Web;Baja;Software;Error de aplicación;Resuelto;Seguridad;Valeria Rojas;Inversiones Sur;Trujillo;Externo;48;27.0;Sí;1;5.0
TCK-00416;2025-01-06;2025-01-06;Correo;Baja;Redes;VPN;Cerrado;Seguridad;Ricardo Flores;Distribuidora Horizonte;Trujillo;Externo;48;9.0;Sí;0;5.0
TCK-00417;2025-05-30;2025-06-03;Web;Baja;Software;Instalación de programa;Resuelto;Soporte ERP;Camila Núñez;Corporación Sierra;Huancayo;Interno;48;99.0;No;4;3.0
TCK-00418;2025-11-27;;Web;Media;Accesos;Cuenta bloqueada;En progreso;Infraestructura;Elena Chávez;Logística Central;Arequipa;Externo;24;;No aplica;34;
TCK-00419;2025-07-31;;Correo;Crítica;Hardware;Cambio de periférico;En progreso;Seguridad;Valeria Rojas;Logística Central;Cusco;Externo;4;;No aplica;153;
TCK-00420;2025-04-07;2025-04-08;Correo;Alta;Hardware;Equipo lento;Cancelado;Mesa de ayuda;Luis Ramos;Logística Central;Huancayo;Externo;8;;No aplica;1;
TCK-00421;2025-01-05;2025-01-05;Correo;Alta;Redes;VPN;Resuelto;Aplicaciones;Diego Vargas;Inversiones Sur;Trujillo;Interno;8;12.0;No;0;1.0
TCK-00422;2025-03-16;;Correo;Baja;Accesos;Restablecimiento de contraseña;Abierto;Infraestructura;Jorge Salazar;Corporación Sierra;Lima;Interno;48;;No aplica;290;
TCK-00423;2025-05-08;;Web;Baja;Hardware;Equipo lento;En progreso;Seguridad;Ricardo Flores;Servicios Lima;Trujillo;Externo;48;;No aplica;237;
TCK-00424;2025-12-15;;Chat;Baja;ERP;Error en módulo;En progreso;Soporte ERP;Fernando Díaz;Logística Central;Trujillo;Externo;48;;No aplica;16;
TCK-00425;2025-04-12;2025-04-12;Web;Crítica;Hardware;Equipo lento;Resuelto;Seguridad;Valeria Rojas;Comercial Andina;Huancayo;Externo;4;10.0;No;0;1.0
TCK-00426;2025-07-22;;Teléfono;Crítica;CRM;Consulta de cliente;Abierto;Seguridad;Ricardo Flores;Inversiones Sur;Lima;Interno;4;;No aplica;162;
TCK-00427;2025-03-22;2025-03-22;Web;Media;CRM;Consulta de cliente;Resuelto;Mesa de ayuda;Ana Torres;Inversiones Sur;Huancayo;Interno;24;20.0;Sí;0;5.0
TCK-00428;2025-04-30;2025-05-01;Correo;Media;Redes;VPN;Resuelto;Infraestructura;Carlos Medina;Corporación Sierra;Arequipa;Interno;24;36.0;No;1;1.0
TCK-00429;2025-09-06;2025-09-07;Teléfono;Media;Accesos;Restablecimiento de contraseña;Resuelto;Soporte ERP;Fernando Díaz;Inversiones Sur;Arequipa;Externo;24;39.0;No;1;3.0
TCK-00430;2025-10-11;2025-10-12;Correo;Media;CRM;Problema de sincronización;Resuelto;Soporte ERP;Camila Núñez;Distribuidora Horizonte;Lima;Externo;24;27.0;No;1;1.0
TCK-00431;2025-11-14;;Chat;Baja;ERP;Error en módulo;En progreso;Soporte ERP;Camila Núñez;Servicios Lima;Cusco;Externo;48;;No aplica;47;
TCK-00432;2025-10-10;2025-10-10;Correo;Alta;Redes;Sin conexión;Resuelto;Mesa de ayuda;María Paredes;Retail Norte;Lima;Interno;8;7.0;Sí;0;4.0
TCK-00433;2025-04-14;;Correo;Alta;ERP;Consulta de proceso;Abierto;Seguridad;Valeria Rojas;Comercial Andina;Arequipa;Interno;8;;No aplica;261;
TCK-00434;2025-11-07;2025-11-07;Teléfono;Crítica;ERP;Consulta de proceso;Cerrado;Mesa de ayuda;Luis Ramos;Comercial Andina;Arequipa;Externo;4;6.0;No;0;3.0
TCK-00435;2025-01-30;;Teléfono;Alta;Hardware;Falla de impresora;Abierto;Mesa de ayuda;Ana Torres;Retail Norte;Lima;Interno;8;;No aplica;335;
TCK-00436;2025-09-30;2025-09-30;Web;Alta;Correo;Configuración de Outlook;Resuelto;Infraestructura;Elena Chávez;Corporación Sierra;Lima;Externo;8;23.0;No;0;2.0
TCK-00437;2025-12-26;;Teléfono;Baja;Software;Actualización fallida;En progreso;Seguridad;Valeria Rojas;Grupo Pacífico;Cusco;Externo;48;;No aplica;5;
TCK-00438;2025-06-30;2025-06-30;Chat;Media;CRM;Problema de sincronización;Cancelado;Seguridad;Valeria Rojas;Inversiones Sur;Cusco;Interno;24;;No aplica;0;
TCK-00439;2025-10-07;2025-10-08;Correo;Baja;Redes;VPN;Cerrado;Seguridad;Valeria Rojas;Corporación Sierra;Lima;Interno;48;44.0;Sí;1;4.0
TCK-00440;2025-09-23;;Correo;Baja;Software;Error de aplicación;Abierto;Aplicaciones;Patricia León;Logística Central;Cusco;Interno;48;;No aplica;99;
TCK-00441;2025-02-18;;Correo;Media;Redes;Lentitud de red;En progreso;Infraestructura;Carlos Medina;Logística Central;Arequipa;Interno;24;;No aplica;316;
TCK-00442;2025-10-20;2025-10-23;Web;Baja;ERP;Consulta de proceso;Cerrado;Seguridad;Ricardo Flores;Distribuidora Horizonte;Cusco;Interno;48;84.0;No;3;3.0
TCK-00443;2025-06-03;2025-06-07;Correo;Baja;CRM;Error de registro;Resuelto;Aplicaciones;Diego Vargas;Corporación Sierra;Trujillo;Interno;48;119.0;No;4;1.0
TCK-00444;2025-12-01;2025-12-03;Teléfono;Baja;ERP;Consulta de proceso;Resuelto;Mesa de ayuda;Luis Ramos;Comercial Andina;Arequipa;Interno;48;49.0;No;2;3.0
TCK-00445;2025-12-24;2025-12-24;Correo;Crítica;Accesos;Permisos de usuario;Cerrado;Soporte ERP;Fernando Díaz;Servicios Lima;Trujillo;Externo;4;7.0;No;0;1.0
TCK-00446;2025-03-09;2025-03-09;Correo;Media;Correo;Error de envío;Cerrado;Aplicaciones;Patricia León;Corporación Sierra;Cusco;Externo;24;20.0;Sí;0;4.0
TCK-00447;2025-09-04;2025-09-06;Web;Media;Software;Actualización fallida;Resuelto;Soporte ERP;Fernando Díaz;Servicios Lima;Lima;Externo;24;59.0;No;2;2.0
TCK-00448;2025-12-17;2025-12-17;Chat;Alta;Accesos;Permisos de usuario;Resuelto;Aplicaciones;Patricia León;Inversiones Sur;Arequipa;Interno;8;11.0;No;0;1.0
TCK-00449;2025-06-29;2025-07-03;Web;Baja;Software;Instalación de programa;Resuelto;Mesa de ayuda;Ana Torres;Servicios Lima;Arequipa;Interno;48;104.0;No;4;3.0
TCK-00450;2025-02-13;2025-02-13;Correo;Crítica;Software;Instalación de programa;Cerrado;Mesa de ayuda;Luis Ramos;Retail Norte;Arequipa;Externo;4;8.0;No;0;1.0
TCK-00451;2025-06-19;;Correo;Media;Correo;Error de envío;En progreso;Soporte ERP;Camila Núñez;Grupo Pacífico;Lima;Externo;24;;No aplica;195;
TCK-00452;2025-10-26;;Chat;Media;Hardware;Falla de impresora;En progreso;Infraestructura;Elena Chávez;Logística Central;Lima;Externo;24;;No aplica;66;
TCK-00453;2025-12-02;2025-12-02;Chat;Crítica;ERP;Problema de permisos;Resuelto;Aplicaciones;Patricia León;Comercial Andina;Arequipa;Externo;4;4.0;Sí;0;5.0
TCK-00454;2025-09-18;2025-09-18;Chat;Alta;CRM;Consulta de cliente;Resuelto;Soporte ERP;Fernando Díaz;Grupo Pacífico;Huancayo;Externo;8;19.0;No;0;3.0
TCK-00455;2025-01-12;2025-01-15;Correo;Baja;Accesos;Permisos de usuario;Resuelto;Infraestructura;Carlos Medina;Inversiones Sur;Arequipa;Externo;48;88.0;No;3;2.0
TCK-00456;2025-05-01;2025-05-02;Chat;Baja;Hardware;Cambio de periférico;Resuelto;Aplicaciones;Diego Vargas;Comercial Andina;Cusco;Externo;48;36.0;Sí;1;4.0
TCK-00457;2025-06-24;;Chat;Media;Accesos;Cuenta bloqueada;Abierto;Soporte ERP;Fernando Díaz;Corporación Sierra;Huancayo;Interno;24;;No aplica;190;
TCK-00458;2025-08-07;2025-08-11;Chat;Baja;Correo;No recibe correos;Resuelto;Infraestructura;Elena Chávez;Grupo Pacífico;Cusco;Interno;48;118.0;No;4;1.0
TCK-00459;2025-06-08;2025-06-09;Teléfono;Baja;Accesos;Restablecimiento de contraseña;Cerrado;Soporte ERP;Fernando Díaz;Inversiones Sur;Lima;Interno;48;31.0;Sí;1;5.0
TCK-00460;2025-03-16;2025-03-16;Teléfono;Baja;Accesos;Permisos de usuario;Cerrado;Aplicaciones;Diego Vargas;Logística Central;Huancayo;Interno;48;21.0;Sí;0;4.0
TCK-00461;2025-04-05;2025-04-07;Correo;Baja;Correo;Configuración de Outlook;Resuelto;Soporte ERP;Fernando Díaz;Servicios Lima;Huancayo;Interno;48;53.0;No;2;1.0
TCK-00462;2025-12-19;2025-12-19;Teléfono;Alta;Accesos;Cuenta bloqueada;Cerrado;Aplicaciones;Patricia León;Corporación Sierra;Trujillo;Externo;8;6.0;Sí;0;4.0
TCK-00463;2025-04-09;2025-04-09;Correo;Media;Redes;VPN;Cancelado;Infraestructura;Elena Chávez;Servicios Lima;Huancayo;Interno;24;;No aplica;0;
TCK-00464;2025-08-13;2025-08-14;Chat;Media;Accesos;Restablecimiento de contraseña;Resuelto;Seguridad;Valeria Rojas;Comercial Andina;Cusco;Externo;24;44.0;No;1;2.0
TCK-00465;2025-11-10;2025-11-10;Chat;Media;ERP;Problema de permisos;Resuelto;Mesa de ayuda;María Paredes;Retail Norte;Trujillo;Externo;24;9.0;Sí;0;4.0
TCK-00466;2025-09-23;;Web;Baja;Accesos;Cuenta bloqueada;Abierto;Mesa de ayuda;Ana Torres;Logística Central;Trujillo;Externo;48;;No aplica;99;
TCK-00467;2025-06-05;;Teléfono;Alta;Redes;Lentitud de red;En progreso;Mesa de ayuda;María Paredes;Grupo Pacífico;Trujillo;Externo;8;;No aplica;209;
TCK-00468;2025-02-16;2025-02-16;Teléfono;Alta;ERP;Problema de permisos;Cerrado;Infraestructura;Jorge Salazar;Corporación Sierra;Arequipa;Externo;8;2.0;Sí;0;4.0
TCK-00469;2025-08-21;;Web;Media;Accesos;Restablecimiento de contraseña;En progreso;Aplicaciones;Diego Vargas;Grupo Pacífico;Lima;Interno;24;;No aplica;132;
TCK-00470;2025-02-28;;Teléfono;Media;ERP;Consulta de proceso;Abierto;Soporte ERP;Fernando Díaz;Corporación Sierra;Cusco;Externo;24;;No aplica;306;
TCK-00471;2025-01-23;2025-01-24;Teléfono;Baja;ERP;Error en módulo;Resuelto;Infraestructura;Carlos Medina;Grupo Pacífico;Lima;Externo;48;47.0;Sí;1;5.0
TCK-00472;2025-08-17;2025-08-17;Correo;Alta;Software;Error de aplicación;Cerrado;Soporte ERP;Camila Núñez;Comercial Andina;Trujillo;Externo;8;17.0;No;0;3.0
TCK-00473;2025-01-03;;Web;Media;ERP;Consulta de proceso;En progreso;Seguridad;Valeria Rojas;Distribuidora Horizonte;Lima;Interno;24;;No aplica;362;
TCK-00474;2025-05-06;2025-05-06;Chat;Alta;CRM;Error de registro;Resuelto;Mesa de ayuda;Ana Torres;Grupo Pacífico;Lima;Externo;8;3.0;Sí;0;4.0
TCK-00475;2025-01-17;2025-01-20;Teléfono;Baja;Hardware;Equipo lento;Resuelto;Mesa de ayuda;Luis Ramos;Grupo Pacífico;Huancayo;Externo;48;86.0;No;3;3.0
TCK-00476;2025-12-21;2025-12-22;Teléfono;Media;Accesos;Cuenta bloqueada;Resuelto;Soporte ERP;Camila Núñez;Comercial Andina;Lima;Externo;24;45.0;No;1;2.0
TCK-00477;2025-07-14;2025-07-17;Teléfono;Baja;Hardware;Falla de impresora;Cerrado;Seguridad;Ricardo Flores;Retail Norte;Arequipa;Externo;48;75.0;No;3;2.0
TCK-00478;2025-09-26;;Correo;Alta;Correo;Configuración de Outlook;Abierto;Soporte ERP;Fernando Díaz;Distribuidora Horizonte;Cusco;Externo;8;;No aplica;96;
TCK-00479;2025-08-07;2025-08-09;Web;Media;Correo;Error de envío;Resuelto;Infraestructura;Elena Chávez;Distribuidora Horizonte;Cusco;Externo;24;67.0;No;2;1.0
TCK-00480;2025-11-09;;Correo;Alta;Hardware;Equipo lento;En progreso;Seguridad;Ricardo Flores;Servicios Lima;Cusco;Externo;8;;No aplica;52;
TCK-00481;2025-07-31;2025-08-01;Correo;Media;Software;Error de aplicación;Cerrado;Infraestructura;Elena Chávez;Logística Central;Arequipa;Interno;24;43.0;No;1;2.0
TCK-00482;2025-09-17;;Web;Baja;Redes;VPN;Abierto;Seguridad;Ricardo Flores;Grupo Pacífico;Huancayo;Externo;48;;No aplica;105;
